id,stats_inc_id,team_id,playerstats_id,first,last,num,pos,import_status,height,weight,birthdate,birthplace,college,yrsteam,yrsleague,ros_status,created_at
7417,,,160836,"Zach ",Zulli,18,1,1,6.01,205,1991-05-01,Schwenksville,"Shippensburg University",1,1,,"2014-07-08 12:36:41"
7419,,,,Ciante,Evans,24,11,1,5.11,190,1992-10-14,"Arlington, TX",Nebraska,1,1,,"2014-07-09 13:22:55"
7421,,,,Mason,Mills,10,1,1,6.00,195,1990-11-15,"Coronado, CA","San Diego",1,1,5,"2014-07-14 09:51:57"
7423,,,,Taveon,Rogers,82,4,1,5.11,195,1990-08-17,"Lancaster, CA","New Mexico State",1,1,5,"2014-07-14 09:56:47"
7425,403356,6,160795,Jake,Olson,50,9,1,6.08,315,1989-02-19,"Hartford, WI.","Central Michigan",1,1,3,"2014-07-14 10:30:04"
7427,,,,Sam,Ojuri,22,2,1,6.00,202,1990-09-22,"Barrington, IL.","North Dakota State",1,2,,"2014-07-14 10:33:44"
7429,,,,Jermarcus,Hardrick,68,9,1,6.07,320,1990-05-30,"Courtland, MS",Nebraska,1,2,,"2014-07-14 16:20:24"
7431,511507,9,160274,Kyler,Elsworth,41,13,1,6.01,225,1991-08-28,"Goodrich, MI","Michigan State",1,1,3,"2014-07-15 09:52:32"
7433,,,,Sam,McGuffie,24,4,1,5.10,200,1989-10-16,"Cypress, TX",Rice,1,1,3,"2014-07-21 10:26:25"
7435,592438,4,160119,Brett,Smith,16,1,1,6.03,206,1992-06-08,"Salem, OR",Wyoming,1,1,3,"2014-07-21 14:25:07"
7437,450883,,159488,Chancey,Aghayere,94,21,1,6.04,265,1989-09-17,"Garland, TX","Louisiana State",2,2,,"2014-07-29 14:22:58"
7439,,,,"Korey ",Williams,8,4,1,6.00,185,1987-07-11,"New Orleans, LA","NorthWest Oklahoma State",1,2,,"2014-07-29 14:26:37"
7441,,10,,Chris,Rucker,,11,1,6.02,200,1988-10-12,"Warren, Ohio","Michigan State",1,1,3,"2014-08-05 10:53:16"
7443,,10,,Richard,Spencer,27,11,1,6.02,215,2014-12-01,"El Paso, Texas","Texas-El Paso",1,1,3,"2014-08-05 11:03:05"
7445,231230,,133183,Marcus,Rucker,83,4,1,6.04,189,1990-05-19,"Memphis, TN",Memphis,2,2,3,"2014-08-05 11:47:53"
7447,,,,Patrick,Trahan,48,13,1,6.02,236,1986-11-07,"Baton Rouge, LA",Mississippi,1,1,3,"2014-08-05 11:52:46"
7449,,,,Marvin,Burdette,45,13,1,5.11,230,1990-09-09,,Alabama-Birmingham,1,1,,"2014-08-06 10:40:44"
7451,399445,9,144814,James,Rodgers,80,23,1,5.07,185,1988-12-20,"Richmond, TX","Oregon State",2,2,9,"2014-08-06 16:38:21"
7453,,10,,Joseph,Hills,85,4,1,6.04,210,1987-10-02,"Palmetto, FL.","Tennessee State",1,1,5,"2014-08-12 15:50:51"
7455,,,,Joseph,Hills,85,4,1,6.04,210,1987-10-02,"Palmetto, FL.","Tennessee State",1,1,,"2014-08-12 15:52:47"
7457,,,,Joseph,Hills,85,4,1,6.04,210,1987-10-02,"Palmetto, FL.","Tennessee State",1,1,,"2014-08-12 15:52:49"
7459,,,,Joseph,Hills,85,4,1,6.04,210,1987-10-02,"Palmetto, FL.","Tennessee State",1,1,,"2014-08-12 15:52:51"
7461,,,,Joseph,Hills,85,4,1,6.04,210,1987-10-02,"Palmetto, FL.","Tennessee State",1,1,,"2014-08-12 15:53:07"
7463,344813,2,160925,Tory,Harrison,34,2,1,6.01,196,1987-12-13,"Leesburg, FL","Southern Mississippi",2,2,3,"2014-08-13 10:36:37"
7465,,,,Chad,Anderson,50,9,1,6.03,316,1991-09-03,"Sault Ste. Marie, MI","Northern Michigan",1,1,5,"2014-08-18 07:49:57"
7467,583805,,160934,John,Kanongata'a,42,13,1,5.10,220,1992-06-22,"Seattle, WA",Montana,1,1,,"2014-08-20 12:09:33"
7469,,10,,Corvey,Irvin,92,21,1,6.04,292,1985-05-03,"Augusta, GA",Georgia,1,1,5,"2014-08-20 12:41:34"
7471,,10,,Eddie,Poole,,4,1,6.4,195,1990-03-12,"Pahokee, Florida",Bethune-Cookman,1,1,3,"2014-08-26 13:27:10"
7473,400423,10,159959,LaVon,Brazill,13,4,1,5.11,191,1989-03-15,"Lake Worth, FL",Ohio,1,1,19,"2014-08-26 14:33:31"
7475,333281,11,158277,Cory,Brandon,59,9,1,6.07,325,1987-10-10,"Corsicana, Texas",Oklahoma,1,2,3,"2014-08-31 22:06:50"
7477,304019,,153219,Isaiah,Williams,84,4,1,6.03,200,1987-01-30,"Montclair, NJ",Maryland,2,2,3,"2014-09-03 12:32:54"
7479,,,,Marvin,Booker,56,14,1,6.02,244,1990-03-16,"Piscataway, NJ",Rutgers,1,1,3,"2014-09-04 09:18:40"
7481,547065,7,160270,Logan,Kilgore,10,1,1,6.02,208,1990-05-24,"Sacramento, CA","Middle Tennessee State",1,1,5,"2014-09-05 15:39:19"
7483,,10,,Greg,Childs,79,4,1,6.03,217,1990-03-10,"Warren, AR",Arkansas,1,1,3,"2014-09-09 15:15:52"
7485,473307,2,159474,Frank,Beltre,94,21,1,6.02,240,1990-01-28,"Azua, DR",Towson,2,2,3,"2014-09-10 11:34:42"
7487,,4,,Keith,Price,19,1,1,6.01,202,1991-06-28,"Los Angeles, CA",Washington,2,2,5,"2014-09-10 13:10:39"
7489,,,,Jeff,Scott,27,2,1,5.07,165,1991-01-26,"Miami, FL",Mississippi,1,1,3,"2014-09-16 10:03:17"
7491,338002,5,160185,Julian,Posey,29,11,1,5.11,187,1988-07-17,"San Francisco, CA.",Ohio,1,2,5,"2014-09-16 10:05:01"
7493,,,,Jerrod,Johnson,0,1,1,6.05,250,1988-07-27,"Houston, TX","Texas A&M",1,1,3,"2014-09-16 15:15:55"
7495,,10,,Adewale,Ojomo,71,14,1,6.05,270,1988-11-14,"Opa Locka, FL.",Miami,1,1,3,"2014-09-17 09:24:41"
7497,226915,65,158838,Brandon,McDonald,22,11,1,5.11,185,1985-08-26,"Collins, Mississippi",Memphis,1,1,3,"2014-09-18 09:32:20"
7499,502863,65,161006,"David ",Hinds,20,13,1,6.02,234,1990-02-25,"Miami, FL","Florida Atlantic",1,1,3,"2014-09-18 09:45:49"
7501,,,,Kwinton,Albino,63,9,0,6.04,305,1989-09-13,,Manitoba,1,1,19,"2014-09-18 17:11:01"
7503,286789,10,15579,Eddie,Davis,29,11,1,5.10,170,1974-01-27,"St. Louis, Missouri","Northern Illinois",9,15,3,"2014-09-19 15:39:40"
7505,,,,Greg,Hickman,91,21,1,6.02,290,1990-11-23,"Tampa, FL","Florida International",1,1,3,"2014-09-21 20:41:31"
7507,555640,1,160953,Steven,Clarke,29,11,1,5.10,195,1991-04-19,"Lauderdale Lakes, FL",Vanderbilt,2,2,3,"2014-09-22 12:19:44"
7509,,10,,Chris,Boyd,0,4,1,6.04,205,1991-12-16,"Roswell, Georgia",Vanderbilt,1,1,,"2014-09-26 15:33:30"
7511,,10,,Devan,Walker,,14,1,6.02,236,1990-03-12,"Baton Rouge, Louisiana","Southeastern Louisiana",1,1,3,"2014-09-29 12:16:50"
7513,505919,,159675,Bradley,Randle,22,2,1,5.07,190,1990-09-17,"Anaheim, CA",UNLV,2,3,3,"2014-09-29 17:32:35"
7515,,10,160856,Brandon,Jones,36,11,1,6.01,187,1989-11-02,"Atco, NJ",Rutgers,1,1,4,"2014-09-29 17:41:52"
7517,,10,,Joe,Anderson,1,4,1,6.01,195,1988-11-21,"Texarkana, TX.","Texas Southern",1,1,,"2014-09-30 09:36:59"
7519,,,,Justin,Wilson,86,4,1,5.11,180,1990-01-04,"Windsor, CT","Delaware State",1,1,3,"2014-09-30 10:34:55"
7521,,,,Rashad,Lawrence,18,4,1,6.02,190,1992-06-10,"Orlando, FL",Northwestern,1,1,5,"2014-09-30 10:36:43"
7523,325658,6,160092,Adrian,Tracy,93,21,1,6.03,248,1987-08-06,"Fairfax, VA. ","William & Mary",1,1,3,"2014-10-06 10:33:45"
7525,,10,,Marcus,Dowtin,38,13,1,6.02,226,1989-01-22,"Hyattsville, MA","North Alabama",1,1,19,"2014-10-06 11:00:42"
7527,,10,,Darryl,Surgent,80,4,1,6.00,195,1992-05-13,"Alexandria, LA",Louisiana-Lafayette,1,1,3,"2014-10-06 11:06:17"
7529,,10,,Keenan,Clayton,37,13,1,6.01,230,1987-06-19,"Sulphur Springs, TX",Oklahoma,1,1,,"2014-10-06 11:21:06"
7531,,10,,Delone,Carter,30,2,1,5.09,232,1987-06-22,"Copley, OH ",Syracuse,1,1,3,"2014-10-07 09:58:17"
7533,498801,7,161044,Euclid,Cummings,94,21,1,6.03,281,1991-05-06,"Atlanta, GA","Georgia Tech",2,2,3,"2014-10-07 12:18:45"
7535,,,,Matt,Scott,14,1,1,6.03,212,1990-09-20,"Corona, CA",Arizona,2,2,3,"2014-10-07 12:20:28"
7537,,,,Cory,Grissom,93,15,1,6.02,316,1990-06-09,"La Grange, Georgie","South Florida",1,1,,"2014-10-07 16:29:00"
7539,,9,,David,Gilbert,99,14,1,6.04,254,1991-10-31,"Coral Spings, FL","Miami ",1,1,,"2014-10-07 16:31:32"
7541,,9,,"Ty ",Nsekhe,66,9,1,6.08,325,1985-10-27,"Arlington, TX","Texas State",1,1,,"2014-10-07 16:34:06"
7543,396568,,159482,Chris,Rainey,26,2,1,5.08,190,1988-03-02,"Lakeland, FL",Florida,1,1,6,"2014-10-07 16:36:05"
7545,,,,D.J,Roberts,50,14,1,6.01,250,1991-11-09,"Knoxville, TN",Tennessee-Martin,1,1,6,"2014-10-07 16:40:06"
7547,,,,Bryan,Shepherd,42,10,1,5.10,180,1991-03-02,"Olathe, KS","North Dakota State",1,1,,"2014-10-07 16:41:58"
7549,733648,5,161043,Jace,Daniels,59,9,1,6.04,312,1989-11-20,"Escanaba, Michigan","Northern Michigan",2,2,6,"2014-10-08 11:05:55"
7551,448118,10,161026,"Dan ",Buckner,89,4,1,6.04,215,1990-05-31,"Allen, Texas",Arizona,1,2,3,"2014-10-08 12:46:43"
7553,,10,,Roy,Finch,,2,1,5.07,167,1991-10-01,"Niceville, Florida",Oklahoma,1,1,3,"2014-10-08 12:50:37"
7555,591636,65,161038,Justin,Cudworth,41,13,1,5.11,227,1991-01-05,"Monte Nido, California","Eastern Michigan",1,1,5,"2014-10-08 13:23:17"
7557,,,,Zack,Ramirez,48,16,1,6.01,212,1989-12-31,"Keizer, Oregon","Portland State",1,1,,"2014-10-08 13:33:02"
7559,,10,,Eric,Schultz,,9,1,6.04,303,1987-09-09,"Connell, Washington","Utah State",1,1,3,"2014-10-08 13:43:20"
7561,509738,,161017,"Pierce ",Burton,60,9,1,6.05,303,1991-04-10,"Sacramento, CA",Mississippi,1,1,6,"2014-10-09 11:57:16"
7563,,,,Justin,Cole,47,13,1,6.03,242,1987-11-22,"Pasadena, CA","San Jose State",1,1,,"2014-10-09 12:01:29"
7565,,,,DeNarius,McGhee,10,1,1,5.11,214,1991-06-12,"McComb, Mississippi","Montana State",1,1,,"2014-10-09 12:05:23"
7567,,,,DeNarius,McGhee,10,1,1,5.11,214,1991-06-12,"McComb, Mississippi","Montana State",1,1,,"2014-10-09 12:05:26"
7569,,,,Chris,Summers,87,4,1,6.05,213,1989-07-10,"Jacksonville, FL",Liberty,1,1,,"2014-10-09 12:08:29"
7571,512191,,159592,Chad,Bumphis,86,4,1,5.10,202,1989-10-18,"Tupelo, Miss.","Mississippi State",1,1,3,"2014-10-09 12:33:37"
7573,564242,3,161042,John,Ojo,26,11,1,6.03,205,1990-03-02,"Tallahassee, Florida","Florida A&M",1,1,3,"2014-10-09 12:40:31"
7575,,,,Chaz,Sutton,72,14,1,6.03,245,1989-09-07,"Savannah, GA","South Carolina",1,1,5,"2014-10-09 12:49:52"
7577,,,,Will,Smith,30,13,1,6.03,220,1992-01-13,"Riverside, CA","Texas Tech",1,1,3,"2014-10-10 11:44:45"
7579,,9,,Greg,Reid,35,11,1,5.08,190,1990-09-08,"Valdosta, GA","Valdosta State",1,1,,"2014-10-12 12:38:26"
7581,655998,,161053,Damien,Jacobs,79,15,1,6.03,284,1991-07-22,"Gibson, LA",Florida,2,2,6,"2014-10-12 12:43:29"
7583,381679,9,160908,Corvey,Irvin,95,15,1,6.02,295,1985-05-03,"Augusta, GA",Georgia,1,1,3,"2014-10-12 12:47:59"
7585,,10,,Nathan,Stanley,15,1,1,6.04,225,1989-01-24,"Tahlequah, OK","Southeastern Louisiana",1,1,5,"2014-10-13 12:14:27"
7587,,10,,Quinton,Spears,97,21,1,6.04,230,1988-05-11,"Montgomery, TX","Prairie View A&M",1,1,5,"2014-10-13 12:20:23"
7589,,10,,Ryan,Mouton,0,11,1,5.09,185,1986-09-23,"Houston, TX",Hawaii,1,1,3,"2014-10-13 12:23:19"
7591,449672,7,161067,Isaiah,Green,25,11,1,5.09,185,1989-08-10,"Los Angeles, CA","Fresno State",2,2,3,"2014-10-13 13:52:07"
7593,,10,,Armond,Smith,33,2,1,5.09,194,1986-05-07,"Los Angeles, CA","Union College (KY)",1,1,19,"2014-10-13 13:53:12"
7595,510009,6,159535,Dan,Molls,39,13,1,6.00,238,1991-02-12,"North Royalton, OH ",Toledo,1,1,5,"2014-10-13 14:53:58"
7597,,10,,Mark,Harrison,83,4,1,6.03,235,1990-12-11,"Stratford, CT",Rutgers,1,1,4,"2014-10-15 10:22:39"
7599,400923,7,159993,Kashif,Moore,84,4,1,5.09,183,1988-11-21,"Burlington, NJ",Connecticut,1,1,5,"2014-10-15 16:11:39"
7601,,,,Jerrell,Jackson,,4,1,6.00,190,1990-02-06,"Houston, TX",Missouri,1,1,5,"2014-10-16 10:49:20"
7603,,,,Jerrell,Jackson,18,4,1,6.00,190,1990-02-06,"Houston, TX",Missouri,1,1,3,"2014-10-16 10:49:21"
7605,,10,,"Jordan ",Rodgers,10,1,1,6.01,212,1988-04-30,"Chico, CA",Vanderbilt,1,1,4,"2014-10-19 17:50:27"
7607,,10,,Darryl,Johnson,,25,1,6.04,310,1989-02-10,"Baton Rouge, LA","New Mexico",1,1,4,"2014-10-19 18:01:06"
7609,,10,,"Sammy ",Brown,,14,1,6.02,242,1991-04-17,"Hattiesburg, MS",Houston,1,1,4,"2014-10-19 18:18:18"
7611,,10,,Marcus,Dixon,96,15,1,6.03,295,1984-09-16,"Rome, GA",Hampton,2,2,3,"2014-10-19 18:31:11"
7613,,10,,Rahsaan,Vaughn,34,4,1,6.01,190,1990-12-22,"Oakland, CA",Oregon,1,1,4,"2014-10-19 18:41:04"
7615,,10,,Joe,Adams,37,4,1,5.10,180,1989-11-22,"Little Rock, AR",Arkansas,1,1,4,"2014-10-19 18:55:55"
7617,554401,1,161073,Richie,Leone,3,37,1,6.03,215,1992-03-10,"Roswell, GA",Houston,1,1,3,"2014-10-19 19:11:25"
7619,,10,,DJ,Key,,13,1,6.00,200,1991-05-21,"Centerville, Tennessee","Tennessee - Chattanooga",1,1,3,"2014-10-20 23:20:10"
7621,,10,,Charles,Clay,,13,1,5.11,200,1991-05-15,"Hilo, Hawai‘i",Hawai‘i,1,1,3,"2014-10-20 23:23:54"
7623,507434,5,161066,Cameron,Marshall,32,2,1,5.11,211,1991-10-14,"San Jose, CA","Arizona State ",2,2,3,"2014-10-21 11:08:05"
7625,503497,5,160998,Deantre,Harlan,94,21,1,6.04,288,1990-12-20,"Everman, TX",Bacone,1,1,5,"2014-10-21 11:12:14"
7627,597548,4,160083,Steven,Miller,10,2,1,5.07,172,1991-03-23,"Plainfield, NJ","Appalachian State",2,2,5,"2014-10-23 11:42:11"
7629,,,,Leon,Mackey,72,14,1,6.05,260,1989-02-28,"Wilmington, DE","Texas Tech",1,1,5,"2014-10-28 13:38:03"
7631,505953,,160502,Torrance,Hunt,34,2,1,5.07,182,1991-01-28,"Durham, North Carolina","Georgia Southern",1,1,3,"2014-10-28 19:28:56"
7633,,10,,Mike,Thomas,0,4,1,5'8,195,1987-06-04,"Bossier City, Louisiana",Arizona,1,1,3,"2014-11-19 16:58:43"
7635,,10,,Ridge,Wilson,78,21,1,6.04,256,1991-02-07,"Louisville, KY","West Alabama",1,1,3,"2014-12-04 11:52:46"
7637,,10,,David,Sims,0,11,1,5.10,210,1986-10-20,"Gainesville, FL","Iowa State",1,1,3,"2014-12-04 13:59:24"
7639,562859,7,160207,Diontae,Spencer,85,4,1,5.08,163,1992-03-19,"New Iberia, LA","McNeese State",1,1,5,"2014-12-10 12:05:14"
7641,462223,7,161041,Devin,Smith,19,11,1,5.10,193,1990-08-08,"Coppell, TX",Wisconsin,1,1,3,"2015-01-06 11:06:14"
7643,511438,7,161158,Travis,Hawkins,30,11,1,5.09,191,1991-02-18,"Rockville, MD",Delaware,1,1,3,"2015-01-06 11:10:34"
7645,862145,65,160727,Kevin,Malcolm,50,20,0,5.11,230,1991-07-15,"Hamilton, Ontario",McMaster,1,1,3,"2015-01-08 17:26:33"
7647,507789,3,159368,Jordan,Lynch,5,1,1,6.00,216,1990-10-03,"Chicago, IL","Northern Illinois",1,1,3,"2015-01-14 12:03:30"
7649,,,,Shamari,Benton,,13,1,5.11,231,1991-05-09,"Detroit, MI","Central Michigan",1,1,3,"2015-01-15 14:07:05"
7651,,,,Jarrid,Bryant,,11,1,6.04,195,1990-04-02,"Corona, CA","South Dakota",1,1,3,"2015-01-15 14:08:37"
7653,,,,Sam,Miller,,11,1,5.10,190,1992-07-20,,"Florida International",1,1,3,"2015-01-16 18:00:11"
7655,552753,6,159627,Jeff,Mathews,15,1,1,6.04,224,1991-08-25,"Camarillo, CA",Cornell,1,1,3,"2015-01-20 10:14:20"
7657,502862,,161208,Cory,Henry,78,21,1,6.03,238,1990-06-25,"Opa Locka, Florida","Florida Atlantic",1,1,3,"2015-01-21 11:29:37"
7659,,10,,Skyy,Simmons,,4,1,6.04,215,1987-03-05,"Upper Marlboro, Maryland","West Chester",1,1,3,"2015-01-21 15:42:20"
7661,,10,,Stephen,Burton,83,4,1,6.01,224,1989-12-11,"Lakewood, CA","West Texas A&M",1,1,3,"2015-01-26 13:02:47"
7663,267728,1,160201,"Austin ",Collie,17,4,0,6.0,204,1985-11-11,"Hamilton, ON",BYU,1,1,3,"2015-01-29 15:03:39"
7665,460043,10,161021,Lanear,Sampson,89,4,1,5.11,205,1990-07-17,"Dallas, Texas",Baylor,1,1,3,"2015-01-30 16:35:35"
7667,,10,,Brandon,Denmark,77,21,1,6.04,235,1992-05-31,"Tallahassee, FL","Florida A&M",1,1,3,"2015-02-02 14:00:11"
7669,,10,,Freddy,Griggs,52,11,1,5.11,190,1991-10-06,"Tallahassee, FL","William Penn",1,1,3,"2015-02-02 14:02:32"
7671,,,,Jordan,"Hall ",47,2,1,5.09,191,1991-07-02,"Jeannette, PA","Ohio State",1,1,,"2015-02-03 12:10:19"
7673,555694,,161233,Demetrius,Wright,24,11,1,6.01,199,1991-12-19,"Corona, California",USC,1,1,5,"2015-02-04 09:44:59"
7675,406304,,159835,Toney,Clemons,15,4,1,6.02,210,1988-10-11,"Pittsburgh, Pennsylvania",Colorado,1,1,5,"2015-02-04 09:47:48"
7677,463369,10,161268,Nikolas,Embernate,68,9,1,6.03,305,1990-11-03,"Yucaipa, California","San Diego State",1,1,,"2015-02-04 13:58:42"
7679,460100,7,159311,Tracy,Robertson,98,21,1,6.04,317,1989-09-26,"Houston, Texas",Baylor,1,1,9,"2015-02-04 14:08:49"
7681,,10,,David,Mims,67,9,1,6.08,350,1988-05-18,"Charlotte, North Carolina","Virginia Union",1,1,3,"2015-02-06 11:14:42"
7683,449144,5,161207,"Johnny ",Adams,20,11,1,5.11,190,1989-06-09,"Akron, Ohio","Michigan State",1,1,3,"2015-02-06 11:16:01"
7685,,,,"John ","Skelton ",16,1,1,6.05,258,1988-03-17,"El Paso, TX",Fordham,1,1,6,"2015-02-06 14:25:08"
7687,,10,,Anthony,McClung,0,4,1,6.00,177,1991-09-09,"Indianapolis, Indiana",Cincinnati,1,1,3,"2015-02-10 15:39:19"
7689,521364,,161265,Fred,Gaines,35,11,1,5.11,202,1991-03-02,"Fresno, California","East Central Oklahoma",1,1,3,"2015-02-11 13:55:16"
7691,,10,,LaVance,Taylor,,2,1,5.11,195,2015-11-18,"Raytown, Missouri","Central Missouri",1,1,3,"2015-02-11 13:59:18"
7693,864531,,161089,Brad,Nehring,63,9,0,6.05,295,1991-03-05,"Sherwood Park, AB","Saskatchewan ",1,1,,"2015-02-12 10:15:34"
7695,864528,,160730,Denton,Kolodzinski,72,16,0,6.01,220,1992-05-03,"Regina, SK","Saskatchewan ",1,1,,"2015-02-12 10:17:35"
7697,510002,,159873,Eric,Page,80,23,1,5.10,180,1991-09-23,"Toledo, OH",Toledo,1,1,3,"2015-02-13 17:32:48"
7699,517627,65,160019,Brock,Jensen,4,1,1,6.03,225,1990-09-19,"Waupaca, Wisconsin","North Dakota State",1,1,6,"2015-02-13 17:34:20"
7701,,10,,Shawn,Johnson,,2,1,5.09,175,1992-02-06,"Bakersfield, California","Montana State",1,1,3,"2015-02-13 17:38:40"
7703,,10,,Evan,Frierson,,13,1,6.02,240,1990-05-24,"Washington, D.C.","Illinois State",1,1,3,"2015-02-13 17:46:44"
7705,,,,Kurt,Goodrich,,4,0,6.01,190,1992-12-29,"Winnipeg, MB","Winnipeg Rifles",1,1,3,"2015-02-18 17:09:15"
7707,864681,9,160216,Boris,Bede,14,16,1,6.04,225,1989-11-20,"Toulon, France",Laval,1,1,3,"2015-02-19 14:06:48"
7709,611096,1,161250,"Greg ",McGhee,2,1,1,6.03,208,1992-11-22,"Pittsburgh, PA",Howard,1,1,5,"2015-02-19 18:56:46"
7711,,,,"Kristopher ",Redding,98,14,1,6.04,274,1991-02-08,"Mableton, GA","Wake Forest ",1,1,,"2015-02-20 11:31:36"
7713,,,,Tyrone,Goard,,4,1,6.04,195,1989-04-30,"Charleston, West Virginia","Eastern Kentucky",1,1,3,"2015-02-23 12:08:25"
7715,695097,,161287,Rodney,Lamar,45,13,1,6.01,225,1991-03-12,"Pompano Beach, Florida","Northern Michigan",1,1,3,"2015-02-23 12:10:22"
7717,593419,5,161276,Khalil,Bass,47,13,1,6.02,221,1990-06-02,"Encino, California","Portland State",1,1,3,"2015-02-23 12:12:00"
7719,,10,,Mike,Davis,0,4,1,6.02,195,1992-05-11,"Dallas, TX",Texas,1,1,3,"2015-02-23 15:51:16"
7721,399294,5,157778,Dominique,Davis,6,1,1,6.03,210,1989-07-17,"Lakeland, FL","East Carolina",1,1,5,"2015-02-24 09:47:16"
7723,507645,9,159498,"Cody ",Hoffman,3,4,1,6.04,210,1991-03-13,"Crescent City, CA",BYU,1,1,9,"2015-02-26 15:04:10"
7725,,,,Tramaine,Thompson,16,4,1,5.08,168,1990-04-10,"Tulsa, OK","Kansas State",1,1,6,"2015-02-26 15:10:41"
7727,451201,,160839,Eric,Harper,96,21,1,6.03,238,1987-10-29,"Marrero, Louisiana","Grambling State",1,1,3,"2015-03-02 15:04:44"
7729,,10,,Jordan,Johnson,,1,1,6.01,195,1992-05-03,"Eugene, Oregon",Montana,1,1,3,"2015-03-02 15:09:18"
7731,517505,1,159889,Zach,Minter,91,15,1,6.01,307,1990-11-06,"Glendale, AZ","Montana State",1,1,3,"2015-03-02 16:14:26"
7733,,11,,Bernard,Scott,0,2,1,5.10,196,1984-02-10,"Wichita Falls, Texas","Abilene Christian",1,1,3,"2015-03-03 09:44:18"
7735,,,,Phillip,Steward,42,13,1,6.01,240,1990-09-07,"Missouri City, TX",Houston,1,1,,"2015-03-03 11:39:19"
7737,401789,,161110,Eltoro,Freeman,48,13,1,5.11,235,1989-05-07,,Auburn,1,1,,"2015-03-03 11:41:47"
7739,590847,10,160389,Akeem,Shavers,30,2,1,5.11,203,1990-01-08,"Texarkana, Texas",Purdue,1,1,3,"2015-03-04 13:14:33"
7741,,10,,David,Toussaint,,11,1,6.01,200,1990-08-24,"Lauderdale Lakes, Florida","Saginaw Valley",1,1,3,"2015-03-04 13:17:53"
7743,,,,Dan,Giordano,91,21,1,6.04,260,1987-09-15,"Frankfort, IL",Cincinnati,1,1,3,"2015-03-04 14:26:46"
7745,,10,,John,Lattimore,,21,1,6.02,276,1989-11-06,,"North Alabama",1,1,3,"2015-03-06 10:53:02"
7747,,,,Jerome,Raymond,94,21,1,6.03,225,1990-07-30,"Lawrenceville, GA","Morehead State",1,1,,"2015-03-12 12:41:33"
7749,514821,,160247,Greg,Hardin,84,4,1,5.11,175,1990-09-04,"Bellevue, OR","North Dakota  ",1,1,,"2015-03-13 14:38:58"
7751,332886,4,156296,Naaman,Roosevelt,82,4,1,6.01,195,1987-12-24,"Bellevue, OR","Buffalo  ",1,1,5,"2015-03-13 14:40:53"
7753,322829,7,159189,Vidal,Hazelton,21,4,1,6.03,212,1988-01-29,"New York, New York",Cincinnati,1,1,3,"2015-03-18 10:01:40"
7755,,10,58650,Adrian,Hamilton,68,21,1,6.03,255,1987-11-29,"Dallas, TX","Prairie View A&M",1,1,3,"2015-03-18 13:02:39"
7757,,10,,"Timothy ",Flanders,49,2,1,5.09,210,1991-09-29,"Oklahoma City, OK","Sam Houston State",1,1,3,"2015-03-18 13:05:32"
7759,,10,,Chris,McAllister,64,21,1,6.03,255,1991-03-03,"Aschaffenburg, DE",Baylor,1,1,3,"2015-03-18 13:07:49"
7761,,10,,Nick,Johnson,84,4,1,5.11,194,1989-08-16,"Santa Cruz, CA","Henderson State",1,1,3,"2015-03-18 13:10:09"
7763,,10,,Andrew,Mahan,76,21,1,6.04,235,1989-09-09,"Selma, AL",Faulkner,1,1,3,"2015-03-18 13:12:14"
7765,,10,,Risean,Broussard,70,21,1,6.02,278,1991-09-08,"Lake Charles, LA","Hinds Community College",1,1,3,"2015-03-18 13:14:31"
7767,,,,Joe,Thornton,53,13,1,6.02,215,1988-09-25,"Houston, TX","Tennessee - Chattanooga",1,1,,"2015-03-23 14:39:44"
7769,266874,1,159701,Lavelle,Hawkins,7,55,1,5.11,195,1986-07-12,"Stockton, CA",California-Berkeley,1,1,9,"2015-03-23 16:18:58"
7771,399510,7,160866,Bruce,Campbell,65,9,1,6.07,317,1988-05-25,"New Haven, Connecticut ",Maryland,1,1,3,"2015-03-24 10:34:11"
7773,607667,10,160896,Brendan,Bigelow,31,2,1,5.10,180,1992-07-12,"Fresno, CA ",California-Berkeley,1,1,3,"2015-03-31 11:36:49"
7775,,,,Derrick,Hector,,4,1,6.03,220,1987-09-02,"Mobile, Alabama",Morehouse,1,1,3,"2015-03-31 12:59:34"
7777,,,,Justin,Oxendine,,14,1,6.03,255,1991-11-24,"Sumter, South Carolina","The Citadel",1,1,3,"2015-04-01 12:01:10"
7779,,10,,Zebrie,Sanders,66,9,1,6.06,320,1989-12-04,"Columbia, SC","Florida State",1,1,3,"2015-04-02 11:39:23"
7781,296988,10,152275,Jacob,Lacey,37,11,1,5.11,176,1987-05-28,"Columbus, Ohio","Oklahoma State",1,1,4,"2015-04-06 14:47:03"
7783,,,,"Kashif ",Montgomery,,4,1,6.02,200,1987-04-04,"Central Falls, RI","Virginia Lynchburg",1,1,3,"2015-04-07 09:01:47"
7785,,10,,"Gabe ",Lynn,19,11,1,6.00,205,1991-02-24,"Tulsa, Oklahoma",Oklahoma,1,1,3,"2015-04-07 09:03:39"
7787,381813,10,158901,Chase,Baker,91,21,1,6.02,300,1988-05-21,"Rocklin, California","Boise State",1,1,3,"2015-04-07 09:50:59"
7789,324361,1,161172,Cameron,Morrah,18,55,1,6.03,250,1987-03-18,"Pomona, CA",California-Berkeley,1,1,9,"2015-04-07 12:53:05"
